link_id,source_row_no,warehouse_id,customer_id,warehouse_name,customer_name,origin_lat,origin_lon,destination_lat,destination_lon
od_004461,4662,wh_c6e9f718d4,cu_5f257b6ac4,대전RDC,SK네트웍스㈜OKSK주유소 (79),36.37282000,127.40847000,36.37084000,127.42076000
od_004462,4663,wh_c6e9f718d4,cu_b0d956f3f8,대전RDC,SK네트웍스㈜석교푸른주유소 (81),36.37282000,127.40847000,36.30825000,127.44401000
od_004463,4664,wh_c6e9f718d4,cu_cc7c7938de,대전RDC,SK네트웍스㈜4공단주유소 (82),36.37282000,127.40847000,36.44581000,127.40679000
od_004464,4665,wh_c6e9f718d4,cu_7e72bd91de,대전RDC,SK네트웍스㈜동물원점 (83),36.37282000,127.40847000,36.29350000,127.38348000
od_004465,4666,wh_c6e9f718d4,cu_ee7cff2afe,대전RDC,SK네트웍스㈜진성 (84),36.37282000,127.40847000,36.35373000,127.44462000
od_004466,4667,wh_c6e9f718d4,cu_12a5cb4d39,대전RDC,에스케이네트웍스㈜스피드메이트대전대광점 (85),36.37282000,127.40847000,36.31701000,127.45362000
od_004467,4668,wh_c6e9f718d4,cu_8b7d76eee7,대전RDC,SK네트웍스㈜스피드메이트대전용산점 (86),36.37282000,127.40847000,36.42424000,127.40068000
od_004468,4669,wh_3ffb248ed9,cu_4341ac29c3,양지RDC,SKSK네트웍스㈜중랑교주유소 (87),37.18870000,127.32620000,37.59470000,127.07791000
od_004469,4670,wh_3ffb248ed9,cu_67c810e224,양지RDC,SK네트웍스㈜군자동주유소 (88),37.18870000,127.32620000,37.56051000,127.06828000
od_004470,4671,wh_3ffb248ed9,cu_b210cdafc8,양지RDC,SK네트웍스㈜롯데마트구리점 (89),37.18870000,127.32620000,37.61256000,127.14119000
od_004471,4672,wh_3ffb248ed9,cu_2c46c4f549,양지RDC,SK네트웍스㈜이마트성수점 (90),37.18870000,127.32620000,37.53835000,127.05390000
od_004472,4673,wh_3ffb248ed9,cu_a8e0340851,양지RDC,쌍용서비스프라자 동대문코너,37.18870000,127.32620000,37.58059000,127.05090000
od_004473,4674,wh_4d084acb39,cu_4aed02371e,시흥RDC,㈜대우자동차제물포영업소,37.34485000,126.71229000,37.46299000,126.66957000
od_004474,4675,wh_4d084acb39,cu_ae43e87971,시흥RDC,신라교통㈜동빙고점 현대자동차,37.34485000,126.71229000,37.52148000,126.99702000
od_004475,4676,wh_3ffb248ed9,cu_04bd172e51,양지RDC,SK네트웍스㈜ 북수원주유소 (91),37.18870000,127.32620000,37.30465000,126.97244000
od_004476,4677,wh_3ffb248ed9,cu_99ab4a7f09,양지RDC,스피드메이트장안점 (92) 사용금지,37.18870000,127.32620000,37.29244000,127.01834000
od_004477,4678,wh_3ffb248ed9,cu_7b0440a13b,양지RDC,SK네트웍스㈜ 오산제일점 (93),37.18870000,127.32620000,37.14268000,127.07734000
od_004478,4679,wh_bfbb93d056,cu_13dc8c7803,양산RDC,SK네트웍스㈜울산정비공장 (94),35.50868000,129.09203000,35.51205000,129.34176000
od_004479,4680,wh_bfbb93d056,cu_0f9bb8add1,양산RDC,SK네트웍스㈜처용로주유소 (95),35.50868000,129.09203000,35.51125000,129.34305000
od_004480,4681,wh_bfbb93d056,cu_ebf6199d3f,양산RDC,SK네트웍스㈜월드컵주유소 (96),35.50868000,129.09203000,35.53890000,129.26431000
od_004481,4682,wh_bfbb93d056,cu_f3b64cbf5d,양산RDC,에스케이네트웍스㈜울산성남 (97),35.50868000,129.09203000,35.55508000,129.31708000
od_004482,4683,wh_bfbb93d056,cu_8515cdd1d7,양산RDC,SK네트웍스㈜울산태평양점 (98),35.50868000,129.09203000,35.66687000,129.33861000
od_004483,4684,wh_bfbb93d056,cu_21ef44ddeb,양산RDC,SK네트웍스㈜스피드메이트울산경암점 (99),35.50868000,129.09203000,35.55751000,129.27867000
od_004484,4685,wh_3ffb248ed9,cu_a2316f0423,양지RDC,SK네트웍스㈜ 천천주유소 (100),37.18870000,127.32620000,37.29519000,126.98183000
od_004485,4686,wh_3ffb248ed9,cu_55ded4188f,양지RDC,SK네트웍스㈜ 엔크린주유소 (101),37.18870000,127.32620000,37.24696000,127.02868000
od_004486,4687,wh_3ffb248ed9,cu_b4e271504d,양지RDC,남양점 현대자동차,37.18870000,127.32620000,37.20543000,126.80665000
od_004487,4688,wh_02a51dc8c8,cu_09f57d00fd,대구RDC,SK네트웍스㈜해돋이주유소 (102),35.87466000,128.83482000,36.06359000,129.38193000
od_004488,4689,wh_3ffb248ed9,cu_2f788cc82b,양지RDC,SK네트웍스㈜ 이마트평택점 (103),37.18870000,127.32620000,37.02146000,127.07558000
od_004489,4690,wh_3ffb248ed9,cu_200db3847f,양지RDC,SK네트웍스㈜ 이에스점 (104),37.18870000,127.32620000,37.01881000,127.09550000
od_004490,4691,wh_3ffb248ed9,cu_a63b861e12,양지RDC,에스케이네트웍스㈜ (105),37.18870000,127.32620000,37.07031000,127.05925000
od_004491,4692,wh_3ffb248ed9,cu_c0611f53ac,양지RDC,SK네트웍스㈜ 스피드메이트 동탄신도시점 (106),37.18870000,127.32620000,37.18559000,127.08079000
od_004492,4693,wh_3ffb248ed9,cu_f672fa3c07,양지RDC,SK네트웍스㈜ 안성맞춤주유소 (107),37.18870000,127.32620000,37.00950000,127.20075000
od_004493,4694,wh_3ffb248ed9,cu_c6deaf92d9,양지RDC,SK네트웍스㈜ 이마트안성 (108),37.18870000,127.32620000,37.01269000,127.25591000
od_004494,4695,wh_3ffb248ed9,cu_ecc5ea97ee,양지RDC,SK네트웍스㈜ SK동탄주유소 (109),37.18870000,127.32620000,37.20760000,127.09319000
od_004495,4696,wh_3ffb248ed9,cu_f6f1a699c0,양지RDC,SK네트웍스㈜ 스피드메이트 권선점 (110),37.18870000,127.32620000,37.24780000,127.01727000
od_004496,4697,wh_4d084acb39,cu_bcc61f27eb,시흥RDC,SK네트웍스㈜ 이마트천안점 (111),37.34485000,126.71229000,36.79588000,127.12710000
od_004497,4698,wh_81796e2ca5,cu_d379450a68,광주RDC,하나로 카써비스,35.19687000,126.79322000,35.30295000,126.77703000
od_004498,4699,wh_c6e9f718d4,cu_02ad1f5398,대전RDC,SK네트웍스㈜SK선경주유소 (112),36.37282000,127.40847000,36.40060000,127.39229000
od_004499,4700,wh_3ffb248ed9,cu_31b94f8132,양지RDC,에스케이네트웍스㈜ 송죽동주유소 (113),37.18870000,127.32620000,37.30541000,127.00342000
od_004500,4701,wh_3ffb248ed9,cu_5de9a3c213,양지RDC,SK네트웍스㈜ SK동탄Self주유소 (114),37.18870000,127.32620000,37.21468000,127.05328000
od_004501,4703,wh_3ffb248ed9,cu_5a3b3a36ca,양지RDC,SK네트웍스㈜ 영통제일주유소 (116),37.18870000,127.32620000,37.25436000,127.06254000
od_004502,4704,wh_02a51dc8c8,cu_4034eec747,대구RDC,SK네트웍스㈜대구제일점 (117),35.87466000,128.83482000,35.84054000,128.58179000
od_004503,4705,wh_3ffb248ed9,cu_9176e9a0e0,양지RDC,SK네트웍스㈜ 동화점 (118),37.18870000,127.32620000,37.23053000,126.96902000
od_004504,4706,wh_02a51dc8c8,cu_14d6c1f9f2,대구RDC,SK네트웍스㈜스피드메이트대평점 (119),35.87466000,128.83482000,35.87952300,128.55973600
od_004505,4707,wh_02a51dc8c8,cu_5bf32d16e9,대구RDC,SK네트웍스㈜스피드메이트경대점 (120),35.87466000,128.83482000,35.88625000,128.59756000
od_004506,4708,wh_02a51dc8c8,cu_ff8fe2e356,대구RDC,SK네트웍스㈜수목원점 (121),35.87466000,128.83482000,35.80837000,128.52490000
od_004507,4709,wh_02a51dc8c8,cu_f3066300dd,대구RDC,SK네트웍스㈜상인점 (122),35.87466000,128.83482000,35.81795000,128.53551000
od_004508,4710,wh_02a51dc8c8,cu_fdada36515,대구RDC,SK네트웍스㈜공단제일주유소 (123),35.87466000,128.83482000,35.84004000,128.49152000
od_004509,4712,wh_02a51dc8c8,cu_4ff3eb0a5b,대구RDC,SK네트웍스㈜맘모스주유소 (125),35.87466000,128.83482000,35.90203000,128.59595000
od_004510,4713,wh_3ffb248ed9,cu_7bced33cb5,양지RDC,SK네트웍스㈜ G&G점 (126),37.18870000,127.32620000,37.25372000,126.99265000
od_004511,4714,wh_02a51dc8c8,cu_860b46f12c,대구RDC,SK네트웍스㈜대경주유소 (127),35.87466000,128.83482000,35.90630560,128.54770500
od_004512,4715,wh_02a51dc8c8,cu_ea024c3101,대구RDC,SK네트웍스㈜해바라기주유소 (128),35.87466000,128.83482000,35.88299000,128.60843000
od_004513,4716,wh_3ffb248ed9,cu_05fb836d36,양지RDC,스피드메이트 (129) 사용금지,37.18870000,127.32620000,37.25142000,126.98427000
od_004514,4719,wh_3ffb248ed9,cu_dd96daaead,양지RDC,향남서비스 주식회사,37.18870000,127.32620000,37.15610000,126.92653000
od_004515,4720,wh_02a51dc8c8,cu_d3734a9a5b,대구RDC,SK네트웍스㈜이마트경산점 (132),35.87466000,128.83482000,35.83487000,128.72020000
od_004516,4721,wh_02a51dc8c8,cu_8d737499ea,대구RDC,SK네트웍스㈜청도점 (133),35.87466000,128.83482000,35.64937000,128.72983000
od_004517,4722,wh_02a51dc8c8,cu_fa8916b1b9,대구RDC,SK네트웍스㈜이마트구미점 (134),35.87466000,128.83482000,36.10947000,128.36492000
od_004518,4723,wh_3ffb248ed9,cu_26132e45ac,양지RDC,SK네트웍스㈜ (135),37.18870000,127.32620000,37.29244000,127.01834000
od_004519,4724,wh_02a51dc8c8,cu_aba0f36c4b,대구RDC,SK네트웍스㈜스피드메이트현풍점 (136),35.87466000,128.83482000,35.69482000,128.43554000
od_004520,4725,wh_bfbb93d056,cu_8d22f4c30f,양산RDC,SK네트웍스㈜동광주유소 (137),35.50868000,129.09203000,35.58609000,129.35857000
od_004521,4726,wh_bfbb93d056,cu_15185bbbdc,양산RDC,SK네트웍스㈜삼산제일주유소 (138),35.50868000,129.09203000,35.54497000,129.34013000
od_004522,4727,wh_bfbb93d056,cu_f03b84865a,양산RDC,SK네트웍스㈜울산제일주유소 (139),35.50868000,129.09203000,35.53273000,129.30646000
od_004523,4728,wh_bfbb93d056,cu_52f66dc453,양산RDC,SK네트웍스㈜상안주유소 (140),35.50868000,129.09203000,35.62883000,129.34494000
od_004524,4729,wh_c6e9f718d4,cu_d4c9dbb481,대전RDC,SK네트웍스㈜스피드메이트대전오토월드매매 (141),36.37282000,127.40847000,36.34124000,127.32149000
od_004525,4730,wh_c6e9f718d4,cu_4f27c0fceb,대전RDC,SK네트웍스㈜노은주유소 (142),36.37282000,127.40847000,36.36756000,127.32296000
od_004526,4732,wh_c6e9f718d4,cu_9821342988,대전RDC,SK네트웍스㈜SK둔산주유소 (143),36.37282000,127.40847000,36.35150000,127.38952000
od_004527,4733,wh_3ffb248ed9,cu_8655a502a1,양지RDC,SK네트웍스㈜엔크린주유소 (144),37.18870000,127.32620000,37.73253000,127.03758000
od_004528,4734,wh_c6e9f718d4,cu_639105e3bf,대전RDC,SK네트웍스㈜SK대덕주유소 (145),36.37282000,127.40847000,36.34635000,127.41760000
od_004529,4735,wh_c6e9f718d4,cu_7b2fa6beac,대전RDC,SK네트웍스㈜배재로주유소 (146),36.37282000,127.40847000,36.32727000,127.37081000
od_004530,4736,wh_3ffb248ed9,cu_7cafef0c38,양지RDC,SK네트웍스㈜노원역주유소 (147),37.18870000,127.32620000,37.53927000,127.04726000
od_004531,4737,wh_3ffb248ed9,cu_f2c1ee37a6,양지RDC,SK네트웍스㈜SK의정부주유소 (148),37.18870000,127.32620000,37.74009000,127.03513000
od_004532,4738,wh_02a51dc8c8,cu_98031edd16,대구RDC,SK네트웍스㈜스피드메이트산동점 (149),35.87466000,128.83482000,35.89114000,128.56634000
od_004533,4739,wh_dd5949aedd,cu_e5f54c6570,제주RDC,오라점 현대자동차,33.51381000,126.56252000,33.49305000,126.51929000
od_004534,4740,wh_bfbb93d056,cu_b718c35b5b,양산RDC,타이어빅마트밀양점,35.50868000,129.09203000,35.46782000,128.76067000
od_004535,4741,wh_dd5949aedd,cu_54b6a5359c,제주RDC,SK네트웍스㈜백록점 (150),33.51381000,126.56252000,33.49732000,126.53687000
od_004536,4742,wh_dd5949aedd,cu_252d777128,제주RDC,SK네트웍스㈜이마트신제주점 (151),33.51381000,126.56252000,33.48495000,126.48049000
od_004537,4743,wh_dd5949aedd,cu_60cdff8916,제주RDC,SK네트웍스㈜제주서귀포점 (152),33.51381000,126.56252000,33.24839000,126.56921000
od_004538,4744,wh_dd5949aedd,cu_12ef5e1e1c,제주RDC,SK네트웍스㈜스피드메이트스카이점 (153),33.51381000,126.56252000,33.26602000,126.57675000
od_004539,4745,wh_dd5949aedd,cu_ee00059070,제주RDC,SK네트웍스㈜이마트 서귀포점 (154),33.51381000,126.56252000,33.24843000,126.50922000
od_004540,4746,wh_81796e2ca5,cu_9a9a9d128f,광주RDC,SK네트웍스㈜대광제일주유소 (155),35.19687000,126.79322000,35.83044000,127.11621000
od_004541,4747,wh_81796e2ca5,cu_d152f59bee,광주RDC,SK네트웍스㈜호반점 (156),35.19687000,126.79322000,35.84920000,127.11533000
od_004542,4748,wh_81796e2ca5,cu_8c3d1aac8f,광주RDC,SK네트웍스㈜전주강변점 (157),35.19687000,126.79322000,35.80906000,127.11184000
od_004543,4749,wh_81796e2ca5,cu_ad3f517331,광주RDC,SK네트웍스㈜서림점 (158),35.19687000,126.79322000,35.86282000,127.15163000
od_004544,4750,wh_81796e2ca5,cu_d3f8f9f7f3,광주RDC,SK네트웍스㈜장승백이주유소 (159),35.19687000,126.79322000,35.79956000,127.14279000
od_004545,4751,wh_81796e2ca5,cu_6652d8f46e,광주RDC,SK네트웍스㈜스피드메이트전주점 (160),35.19687000,126.79322000,35.81673000,127.14785000
od_004546,4752,wh_81796e2ca5,cu_efb1136e01,광주RDC,SK네트웍스㈜한양주유소 (161),35.19687000,126.79322000,35.83087000,127.17174000
od_004547,4753,wh_81796e2ca5,cu_c6e27da658,광주RDC,SK네트웍스㈜남원점 (162),35.19687000,126.79322000,35.40901000,127.37787000
od_004548,4754,wh_02a51dc8c8,cu_ed9362a157,대구RDC,SK네트웍스㈜대잠주유소 (163),35.87466000,128.83482000,36.01061000,129.34486000
od_004549,4755,wh_02a51dc8c8,cu_a5a5751a2a,대구RDC,SK네트웍스㈜포항제1주유소 (164),35.87466000,128.83482000,36.04868000,129.36316000
od_004550,4756,wh_02a51dc8c8,cu_b05ac11052,대구RDC,SK네트웍스㈜새화랑점 (165),35.87466000,128.83482000,35.84675000,129.23504000
od_004551,4757,wh_02a51dc8c8,cu_fce6b54990,대구RDC,SK네트웍스㈜득량주유소 (166),35.87466000,128.83482000,36.02088000,129.34914000
od_004552,4759,wh_02a51dc8c8,cu_a06e06103b,대구RDC,SK네트웍스㈜V 2010주유소 (168),35.87466000,128.83482000,36.01762000,129.37028000
od_004553,4760,wh_02a51dc8c8,cu_bad3426c77,대구RDC,SK네트웍스㈜스피드메이트동빈점 (169),35.87466000,128.83482000,36.04268000,129.36987000
od_004554,4761,wh_02a51dc8c8,cu_c81a440f28,대구RDC,SK네트웍스㈜우현중앙점 (170),35.87466000,128.83482000,36.05349000,129.35857000
od_004555,4762,wh_4d084acb39,cu_e2fc23cd47,시흥RDC,SK네크웍스 ㈜ 동우주유소 (171),37.34485000,126.71229000,37.51420000,127.03454000
od_004556,4763,wh_4d084acb39,cu_c20b5f71fd,시흥RDC,SK네크웍스 ㈜ 오천주유소 (172),37.34485000,126.71229000,37.51346000,127.05379000
od_004557,4764,wh_4d084acb39,cu_1f70a092a4,시흥RDC,SK네크웍스 ㈜ 오토조이주유소 (173),37.34485000,126.71229000,37.52281000,127.05623000
od_004558,4765,wh_4d084acb39,cu_a19076f288,시흥RDC,스피드메이트 대치점 (174),37.34485000,126.71229000,37.50617000,127.06392000
od_004559,4766,wh_4d084acb39,cu_5d9fb02247,시흥RDC,SK네크웍스 ㈜ 강남주유소 (175),37.34485000,126.71229000,37.51318000,127.03499000
od_004560,4767,wh_4d084acb39,cu_407ce6499c,시흥RDC,SK네크웍스 ㈜ 삼성주유소 (176),37.34485000,126.71229000,37.50851000,127.05517000
od_004561,4768,wh_4d084acb39,cu_120b54af7d,시흥RDC,SK네크웍스 ㈜ 뉴서울주유소 (177),37.34485000,126.71229000,37.51764000,127.03576000
od_004562,4769,wh_4d084acb39,cu_cf49cc1557,시흥RDC,에스케이네트웍스 ㈜ 전당앞주유소 (178),37.34485000,126.71229000,37.48065000,127.01168000
od_004563,4770,wh_4d084acb39,cu_cd83102959,시흥RDC,에스케이네트웍스방배점 (179),37.34485000,126.71229000,37.47914000,126.98989000
od_004564,4771,wh_3ffb248ed9,cu_c3c22f71f5,양지RDC,SK네크웍스 ㈜ 올림픽주유소 (180),37.18870000,127.32620000,37.50963000,127.13190000
od_004565,4772,wh_3ffb248ed9,cu_3a824c78cb,양지RDC,SK네크웍스 ㈜ 세명점 (181),37.18870000,127.32620000,37.49926000,127.09707000
od_004566,4773,wh_4d084acb39,cu_ba1aefb59c,시흥RDC,애니카랜드방배남부점,37.34485000,126.71229000,37.47879000,127.00144000
od_004567,4774,wh_4d084acb39,cu_924fe46b2e,시흥RDC,SK네트웍스피드메이트일산제일점 (182),37.34485000,126.71229000,37.70063000,126.78087000
od_004568,4775,wh_4d084acb39,cu_af7c905f5a,시흥RDC,SK네크웍스㈜스피드메이트고일점 (183),37.34485000,126.71229000,37.66162000,126.79882000
od_004569,4776,wh_4d084acb39,cu_1e644ef07e,시흥RDC,SK네크웍스㈜스피드메이트일산대명점 (184),37.34485000,126.71229000,37.66303000,126.80544000
od_004570,4777,wh_3ffb248ed9,cu_31a1c1b2d8,양지RDC,SK네트웍스 ㈜ 구갈신도시주유소 (185),37.18870000,127.32620000,37.27865000,127.12446000
od_004571,4778,wh_4d084acb39,cu_4942e2339b,시흥RDC,SK네크웍스㈜ 은평뉴타운주유소 (186),37.34485000,126.71229000,37.62528000,126.92040000
od_004572,4779,wh_4d084acb39,cu_1917d63f0a,시흥RDC,SK네크웍스㈜ 삼일주유소 (187),37.34485000,126.71229000,37.61854000,126.82422000
od_004573,4780,wh_3ffb248ed9,cu_1ad587aff2,양지RDC,SK네트웍스 ㈜ 구성신도시주유소 (188),37.18870000,127.32620000,37.29851000,127.10756000
od_004574,4781,wh_4d084acb39,cu_798127b1d8,시흥RDC,SK네크웍스㈜ 삼성점 (189),37.34485000,126.71229000,37.59017000,126.91294000
od_004575,4782,wh_3ffb248ed9,cu_a5fe96e020,양지RDC,SK네트웍스 ㈜ SK 사이버주유소 (190),37.18870000,127.32620000,37.31373000,127.08106000
od_004576,4783,wh_4d084acb39,cu_579bc71455,시흥RDC,SK네크웍스㈜ 으뜸주유소 (191),37.34485000,126.71229000,37.68538000,126.76619000
od_004577,4784,wh_3ffb248ed9,cu_12abaa172d,양지RDC,SK네트웍스 ㈜ 초당주유소 (192),37.18870000,127.32620000,37.25885000,127.16082000
od_004578,4785,wh_4d084acb39,cu_7ebad695aa,시흥RDC,SK네크웍스㈜ 세화주유소 (193),37.34485000,126.71229000,37.70733000,126.85698000
od_004579,4786,wh_3ffb248ed9,cu_de49e72d7c,양지RDC,에스케이네트웍스 ㈜ 삼미보라점 (194),37.18870000,127.32620000,37.25190000,127.10457000
od_004580,4787,wh_3ffb248ed9,cu_86eda4d83e,양지RDC,SK네트웍스㈜장수군자점 (195),37.18870000,127.32620000,37.55496000,127.07152000
od_004581,4788,wh_3ffb248ed9,cu_ecae91ede2,양지RDC,SK네트웍스 ㈜ 수내동주유소 (196),37.18870000,127.32620000,37.36789000,127.12846000
od_004582,4789,wh_3ffb248ed9,cu_1896b3c100,양지RDC,SK네트웍스 ㈜ 수지한유점 (197),37.18870000,127.32620000,37.32127000,127.10295000
od_004583,4790,wh_3ffb248ed9,cu_28ba884d91,양지RDC,SK네트웍스㈜장호주유소 (198),37.18870000,127.32620000,37.53122000,127.08576000
od_004584,4791,wh_3ffb248ed9,cu_badf2d5dea,양지RDC,SK네트웍스 ㈜ 스피드메이트 영통아울렛 (199),37.18870000,127.32620000,37.26675000,127.07620000
od_004585,4792,wh_3ffb248ed9,cu_e1259c2a01,양지RDC,SK네트웍스 ㈜ 동백팰리스주유소 (200),37.18870000,127.32620000,37.28515000,127.15039000
od_004586,4793,wh_3ffb248ed9,cu_e050b09cb9,양지RDC,SK네트웍스 ㈜ 스피드메이트 송파직배소 (201),37.18870000,127.32620000,37.47604200,127.12341400
od_004587,4794,wh_3ffb248ed9,cu_0dd0c6e0f0,양지RDC,SK네트웍스 ㈜ 스피드메이트 상대원점 (202),37.18870000,127.32620000,37.43520000,127.17944000
od_004588,4795,wh_4d084acb39,cu_f783f61398,시흥RDC,SK네트웍스㈜윈윈주유소 (204),37.34485000,126.71229000,37.50236000,126.89945000
od_004589,4796,wh_4d084acb39,cu_15e32a7479,시흥RDC,SK네트웍스㈜이가주유소 (205),37.34485000,126.71229000,37.47300000,126.89789000
od_004590,4797,wh_4d084acb39,cu_1b42f43eda,시흥RDC,SK네트웍스㈜태경주유소 (206),37.34485000,126.71229000,37.49490000,126.84064000
od_004591,4799,wh_02a51dc8c8,cu_01d0c420ef,대구RDC,SK네트웍스㈜칠곡IC주유소 (208),35.87466000,128.83482000,35.94293000,128.54204000
od_004592,4800,wh_02a51dc8c8,cu_d3609728dc,대구RDC,스피드메이트서대구점 (209),35.87466000,128.83482000,35.87806000,128.53785000
od_004593,4801,wh_bfbb93d056,cu_20c1f8a721,양산RDC,SK네트웍스 (주) 부흥주유소 (210),35.50868000,129.09203000,35.18219000,129.10752000
od_004594,4802,wh_bfbb93d056,cu_a0d31c332c,양산RDC,SK네트웍스 (주) 국제주유소 (211),35.50868000,129.09203000,35.24124000,129.09334000
od_004595,4803,wh_bfbb93d056,cu_2164b59c17,양산RDC,SK네트웍스 (주) 웅상점 (212),35.50868000,129.09203000,35.40787000,129.16456000
od_004596,4804,wh_bfbb93d056,cu_62400c932b,양산RDC,SK네트웍스 (주) 시티원점 (213),35.50868000,129.09203000,35.12663000,129.10207000
od_004597,4805,wh_bfbb93d056,cu_4c452e0723,양산RDC,SK네트웍스 (주) 늘푸른점 (214),35.50868000,129.09203000,35.17557000,129.10770000
od_004598,4806,wh_bfbb93d056,cu_6909574ab8,양산RDC,SK네트웍스 (주) 망미점 (215),35.50868000,129.09203000,35.17292000,129.09866000
od_004599,4807,wh_bfbb93d056,cu_74aaf77a8b,양산RDC,SK (주) 네트웍스 광안점 (216),35.50868000,129.09203000,35.15378000,129.11185000
od_004600,4808,wh_bfbb93d056,cu_7939c9263a,양산RDC,SK네트웍스 (주) 연산정비공장 (217),35.50868000,129.09203000,35.18756000,129.10563000
od_004601,4809,wh_bfbb93d056,cu_32f6ed98b4,양산RDC,SK네트웍스 (주) 금사주유소 (218),35.50868000,129.09203000,35.21416000,129.11022000
od_004602,4810,wh_bfbb93d056,cu_342cfa438c,양산RDC,SK네트웍스 (주) 행복가득셀프주유소 (219),35.50868000,129.09203000,35.23312000,129.15552000
od_004603,4811,wh_c6e9f718d4,cu_dda2141f5a,대전RDC,SK네트웍스㈜회덕주유소 (220),36.37282000,127.40847000,36.40033000,127.42340000
od_004604,4812,wh_c6e9f718d4,cu_34b38ba7ce,대전RDC,SK네트웍스㈜신도시주유소 (221),36.37282000,127.40847000,36.28478000,127.24683000
od_004605,4813,wh_4d084acb39,cu_42b3ad796c,시흥RDC,SK네트웍스㈜청기와주유소 (222),37.34485000,126.71229000,37.55573000,126.92144000
od_004606,4814,wh_4d084acb39,cu_11ebf347f4,시흥RDC,SK네트웍스㈜강변주유소 (223),37.34485000,126.71229000,37.53439000,126.94616000
od_004607,4815,wh_4d084acb39,cu_ee5b3c74b3,시흥RDC,에스케이네트웍스㈜삼미서부점 (224),37.34485000,126.71229000,37.56757390,126.91882100
od_004608,4816,wh_4d084acb39,cu_421471eceb,시흥RDC,SK네트웍스㈜남창점 (225),37.34485000,126.71229000,37.53595000,127.00613000
od_004609,4817,wh_3ffb248ed9,cu_e02fac6239,양지RDC,횡성공업사,37.18870000,127.32620000,37.48765000,128.00277000
od_004610,4818,wh_4d084acb39,cu_e992f2736f,시흥RDC,SK네트웍스㈜합정주유소 (226),37.34485000,126.71229000,37.54876000,126.91051000
od_004611,4819,wh_4d084acb39,cu_ef18900a53,시흥RDC,SK네트웍스㈜한남점 (227),37.34485000,126.71229000,37.54590000,127.00286000
od_004612,4820,wh_4d084acb39,cu_a7811de741,시흥RDC,SK네트웍스㈜갈월동주유소 (228),37.34485000,126.71229000,37.54701150,126.97221000
od_004613,4821,wh_4d084acb39,cu_c8e2de9095,시흥RDC,SK네트웍스㈜흑석동주유소 (229),37.34485000,126.71229000,37.50793000,126.96521000
od_004614,4822,wh_4d084acb39,cu_eba66a2067,시흥RDC,SK네트웍스㈜해피오토 (230),37.34485000,126.71229000,37.54992000,126.93254000
od_004615,4823,wh_4d084acb39,cu_2c2b7367c3,시흥RDC,SK네트웍스㈜스피드메이트서강대점 (231),37.34485000,126.71229000,37.54983000,126.94042000
od_004616,4824,wh_4d084acb39,cu_8d24e97883,시흥RDC,SK네트웍스㈜양평주유소 (232),37.34485000,126.71229000,37.53098000,126.89334000
od_004617,4825,wh_4d084acb39,cu_7ef87b21d0,시흥RDC,SK네트웍스㈜여의도주유소 (233),37.34485000,126.71229000,37.51769000,126.92737000
od_004618,4826,wh_4d084acb39,cu_0d5ef464fa,시흥RDC,SK네트웍스㈜신월남부주유소 (234),37.34485000,126.71229000,37.51956000,126.83873000
od_004619,4827,wh_4d084acb39,cu_3fdb601cbf,시흥RDC,SK네트웍스㈜신길동주유소 (235),37.34485000,126.71229000,37.51529000,126.91697000
od_004620,4828,wh_4d084acb39,cu_cb45105892,시흥RDC,SK네트웍스㈜세원제일점 (236),37.34485000,126.71229000,37.57041000,126.83811000
od_004621,4829,wh_4d084acb39,cu_166e312da4,시흥RDC,SK네트웍스㈜신목동점 (237)사용금지,37.34485000,126.71229000,37.51926000,126.87121000
od_004622,4830,wh_bfbb93d056,cu_8f31a7007e,양산RDC,지엠대우바로정비코너양덕점,35.50868000,129.09203000,35.21956000,128.58205000
od_004623,4831,wh_4d084acb39,cu_0f80bc5c63,시흥RDC,SK네트웍스 ㈜ 비산주유소 (238),37.34485000,126.71229000,37.39348000,126.94153000
od_004624,4832,wh_bfbb93d056,cu_96089c732c,양산RDC,SK네트웍스㈜스피드메이트 진주주약 (239),35.50868000,129.09203000,35.17493000,128.09268000
od_004625,4833,wh_bfbb93d056,cu_dce3261756,양산RDC,SK네트웍스㈜진주점 (241),35.50868000,129.09203000,35.17471000,128.06176000
od_004626,4834,wh_4d084acb39,cu_58ff8692a9,시흥RDC,SK네트웍스 ㈜ 석수동주유소 (243),37.34485000,126.71229000,37.42015000,126.90736000
od_004627,4835,wh_02a51dc8c8,cu_4ecab84d29,대구RDC,에스케이네트윅스㈜점촌점 (244),35.87466000,128.83482000,36.58442000,128.18055000
od_004628,4836,wh_02a51dc8c8,cu_73d7f24066,대구RDC,스피드메이트법흥점 (245)사용금지,35.87466000,128.83482000,36.56450000,128.73902000
od_004629,4837,wh_02a51dc8c8,cu_d6e72b8e5c,대구RDC,스피드메이트안동송현 (246)사용금지,35.87466000,128.83482000,36.57229000,128.69947000
od_004630,4840,wh_3ffb248ed9,cu_0264cc0d9b,양지RDC,SK네트웍스㈜한천로주유소 (249),37.18870000,127.32620000,37.62120000,127.05216000
od_004631,4841,wh_3ffb248ed9,cu_2becf478fe,양지RDC,SK네트웍스㈜스피드메이트왕십리역사점 (250),37.18870000,127.32620000,37.56215000,127.03794000
